ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAIizQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.ChipPerformence	chipperformence	1591024169011	 	3.3.1
USER	Update	3075	START	1591024179007	1591024179007
USER	Create	2964	START	1591024179007	1591024179007
USER	Show	3186	START	1591024179007	1591024179007
USER	Update	3076	START	1591024179009	1591024179009
USER	Create	2965	START	1591024179009	1591024179009
USER	Delete	3297	START	1591024179009	1591024179009
USER	Delete	3298	START	1591024179011	1591024179011
USER	Show	3187	START	1591024179011	1591024179011
USER	Create	2966	START	1591024179011	1591024179011
USER	Update	3077	START	1591024179012	1591024179012
USER	Show	3188	START	1591024179013	1591024179013
USER	Create	2967	START	1591024179014	1591024179014
USER	Delete	3299	START	1591024179014	1591024179014
USER	Update	3078	START	1591024179014	1591024179014
USER	Show	3189	START	1591024179015	1591024179015
USER	Delete	3300	START	1591024179016	1591024179016
USER	Create	2968	START	1591024179016	1591024179016
USER	Show	3190	START	1591024179017	1591024179017
USER	Update	3079	START	1591024179017	1591024179017
USER	Create	2969	START	1591024179018	1591024179018
USER	Delete	3301	START	1591024179017	1591024179017
USER	Update	3080	START	1591024179019	1591024179019
USER	Show	3191	START	1591024179019	1591024179019
USER	Delete	3302	START	1591024179021	1591024179021
USER	Create	2970	START	1591024179021	1591024179021
USER	Update	3081	START	1591024179021	1591024179021
USER	Show	3192	START	1591024179021	1591024179021
USER	Create	2971	START	1591024179023	1591024179023
USER	Update	3082	START	1591024179023	1591024179023
USER	Delete	3303	START	1591024179023	1591024179023
USER	Create	2972	START	1591024179025	1591024179025
USER	Show	3193	START	1591024179025	1591024179025
USER	Delete	3304	START	1591024179025	1591024179025
USER	Show	3194	START	1591024179027	1591024179027
USER	Update	3083	START	1591024179027	1591024179027
USER	Delete	3305	START	1591024179027	1591024179027
USER	Create	2973	START	1591024179029	1591024179029
USER	Update	3084	START	1591024179029	1591024179029
USER	Show	3195	START	1591024179030	1591024179030
USER	Delete	3306	START	1591024179030	1591024179030
USER	Create	2974	START	1591024179031	1591024179031
USER	Show	3196	START	1591024179031	1591024179031
USER	Update	3085	START	1591024179031	1591024179031
USER	Create	2975	START	1591024179032	1591024179032
USER	Delete	3307	START	1591024179032	1591024179032
USER	Update	3086	START	1591024179033	1591024179033
USER	Show	3197	START	1591024179033	1591024179033
USER	Delete	3308	START	1591024179033	1591024179033
USER	Create	2976	START	1591024179034	1591024179034
USER	Show	3198	START	1591024179035	1591024179035
USER	Update	3087	START	1591024179035	1591024179035
USER	Create	2977	START	1591024179035	1591024179035
USER	Delete	3309	START	1591024179035	1591024179035
USER	Delete	3310	START	1591024179037	1591024179037
USER	Update	3088	START	1591024179037	1591024179037
USER	Show	3199	START	1591024179037	1591024179037
USER	Create	2978	START	1591024179037	1591024179037
USER	Update	3089	START	1591024179037	1591024179037
USER	Delete	3311	START	1591024179039	1591024179039
USER	Show	3200	START	1591024179038	1591024179038
USER	Create	2979	START	1591024179039	1591024179039
USER	Update	3090	START	1591024179039	1591024179039
USER	Show	3201	START	1591024179040	1591024179040
USER	Delete	3312	START	1591024179040	1591024179040
USER	Update	3091	START	1591024179041	1591024179041
USER	Create	2980	START	1591024179041	1591024179041
USER	Update	3092	START	1591024179042	1591024179042
USER	Create	2981	START	1591024179042	1591024179042
USER	Show	3202	START	1591024179042	1591024179042
USER	Delete	3313	START	1591024179042	1591024179042
USER	Create	2982	START	1591024179044	1591024179044
USER	Delete	3314	START	1591024179044	1591024179044
USER	Show	3203	START	1591024179044	1591024179044
USER	Update	3093	START	1591024179045	1591024179045
USER	Show	3204	START	1591024179045	1591024179045
USER	Create	2983	START	1591024179046	1591024179046
USER	Delete	3315	START	1591024179046	1591024179046
REQUEST	2046		Home	1591024175950	1591024179047	OK	 
USER	Update	3094	START	1591024179047	1591024179047
USER	Show	3205	START	1591024179047	1591024179047
USER	Delete	3316	START	1591024179048	1591024179048
USER	Update	3095	START	1591024179048	1591024179048
USER	Create	2984	START	1591024179048	1591024179048
USER	Show	3206	START	1591024179049	1591024179049
USER	Delete	3317	START	1591024179049	1591024179049
REQUEST	1998		Home	1591024175961	1591024179050	OK	 
REQUEST	1894		Home	1591024176028	1591024179051	OK	 
REQUEST	3033		Home	1591024178600	1591024179051	OK	 
REQUEST	1950		Home	1591024176045	1591024179052	OK	 
REQUEST	2054		Home	1591024176051	1591024179053	OK	 
REQUEST	2006		Home	1591024176059	1591024179055	OK	 
REQUEST	1902		Home	1591024176156	1591024179057	OK	 
REQUEST	1958		Home	1591024176178	1591024179058	OK	 
REQUEST	2062		Home	1591024176179	1591024179058	OK	 
REQUEST	2014		Home	1591024176197	1591024179059	OK	 
REQUEST	1910		Home	1591024176254	1591024179060	OK	 
REQUEST	1966		Home	1591024176268	1591024179061	OK	 
REQUEST	2070		Home	1591024176272	1591024179062	OK	 
REQUEST	3279		Home	1591024178938	1591024179064	OK	 
REQUEST	2960		Home	1591024178994	1591024179067	OK	 
REQUEST	3075		Home	1591024179007	1591024179067	OK	 
REQUEST	3073		Home	1591024179000	1591024179069	OK	 
REQUEST	2955		Home	1591024178979	1591024179069	OK	 
REQUEST	3059		Home	1591024178949	1591024179070	OK	 
REQUEST	2953		Home	1591024178968	1591024179071	OK	 
REQUEST	3201		Home	1591024179040	1591024179072	OK	 
REQUEST	2984		Home	1591024179048	1591024179072	OK	 
REQUEST	3312		Home	1591024179041	1591024179073	OK	 
REQUEST	3178		Home	1591024178986	1591024179073	OK	 
REQUEST	3308		Home	1591024179034	1591024179074	OK	 
REQUEST	3080		Home	1591024179020	1591024179074	OK	 
REQUEST	3083		Home	1591024179027	1591024179086	OK	 
REQUEST	2967		Home	1591024179014	1591024179086	OK	 
REQUEST	3288		Home	1591024178984	1591024179091	OK	 
REQUEST	3077		Home	1591024179012	1591024179094	OK	 
REQUEST	3192		Home	1591024179022	1591024179094	OK	 
REQUEST	2969		Home	1591024179018	1591024179097	OK	 
REQUEST	3087		Home	1591024179035	1591024179097	OK	 
REQUEST	3170		Home	1591024178949	1591024179098	OK	 
REQUEST	3281		Home	1591024178952	1591024179101	OK	 
REQUEST	3088		Home	1591024179037	1591024179101	OK	 
REQUEST	3063		Home	1591024178966	1591024179101	OK	 
REQUEST	3195		Home	1591024179030	1591024179105	OK	 
REQUEST	2963		Home	1591024179004	1591024179105	OK	 
REQUEST	3306		Home	1591024179030	1591024179108	OK	 
REQUEST	2947		Home	1591024178940	1591024179108	OK	 
REQUEST	3197		Home	1591024179033	1591024179109	OK	 
REQUEST	3280		Home	1591024178947	1591024179112	OK	 
REQUEST	2977		Home	1591024179036	1591024179112	OK	 
REQUEST	2954		Home	1591024178973	1591024179115	OK	 
REQUEST	3291		Home	1591024178992	1591024179117	OK	 
REQUEST	3282		Home	1591024178957	1591024179117	OK	 
REQUEST	3058		Home	1591024178946	1591024179118	OK	 
REQUEST	3076		Home	1591024179009	1591024179120	OK	 
REQUEST	3172		Home	1591024178959	1591024179121	OK	 
REQUEST	3074		Home	1591024179004	1591024179121	OK	 
REQUEST	3194		Home	1591024179027	1591024179122	OK	 
REQUEST	3298		Home	1591024179011	1591024179124	OK	 
REQUEST	3317		Home	1591024179050	1591024179124	OK	 
REQUEST	3186		Home	1591024179007	1591024179126	OK	 
REQUEST	2980		Home	1591024179041	1591024179128	OK	 
REQUEST	3173		Home	1591024178964	1591024179128	OK	 
REQUEST	3200		Home	1591024179039	1591024179132	OK	 
REQUEST	3284		Home	1591024178964	1591024179132	OK	 
REQUEST	3311		Home	1591024179039	1591024179133	OK	 
REQUEST	2948		Home	1591024178949	1591024179137	OK	 
REQUEST	3313		Home	1591024179043	1591024179137	OK	 
REQUEST	3303		Home	1591024179023	1591024179140	OK	 
REQUEST	3072		Home	1591024178996	1591024179140	OK	 
REQUEST	3301		Home	1591024179018	1591024179142	OK	 
REQUEST	3287		Home	1591024178977	1591024179144	OK	 
REQUEST	2957		Home	1591024178988	1591024179144	OK	 
REQUEST	3315		Home	1591024179046	1591024179144	OK	 
REQUEST	3289		Home	1591024178986	1591024179145	OK	 
REQUEST	3300		Home	1591024179016	1591024179146	OK	 
REQUEST	3199		Home	1591024179037	1591024179146	OK	 
REQUEST	2976		Home	1591024179034	1591024179147	OK	 
REQUEST	3179		Home	1591024178988	1591024179147	OK	 
REQUEST	3196		Home	1591024179032	1591024179147	OK	 
REQUEST	3296		Home	1591024179006	1591024179148	OK	 
REQUEST	2972		Home	1591024179025	1591024179149	OK	 
REQUEST	3175		Home	1591024178971	1591024179149	OK	 
REQUEST	3169		Home	1591024178947	1591024179149	OK	 
REQUEST	3064		Home	1591024178971	1591024179150	OK	 
REQUEST	3092		Home	1591024179043	1591024179151	OK	 
REQUEST	3314		Home	1591024179045	1591024179151	OK	 
REQUEST	2983		Home	1591024179046	1591024179151	OK	 
REQUEST	2956		Home	1591024178984	1591024179153	OK	 
REQUEST	3316		Home	1591024179048	1591024179155	OK	 
REQUEST	3205		Home	1591024179048	1591024179155	OK	 
REQUEST	3081		Home	1591024179021	1591024179156	OK	 
REQUEST	3204		Home	1591024179045	1591024179156	OK	 
REQUEST	2971		Home	1591024179023	1591024179157	OK	 
REQUEST	3292		Home	1591024178994	1591024179158	OK	 
REQUEST	3090		Home	1591024179039	1591024179158	OK	 
REQUEST	3085		Home	1591024179032	1591024179159	OK	 
REQUEST	3176		Home	1591024178975	1591024179159	OK	 
REQUEST	3297		Home	1591024179009	1591024179160	OK	 
REQUEST	3299		Home	1591024179014	1591024179160	OK	 
REQUEST	3203		Home	1591024179045	1591024179161	OK	 
REQUEST	3171		Home	1591024178956	1591024179162	OK	 
REQUEST	3079		Home	1591024179018	1591024179162	OK	 
REQUEST	2952		Home	1591024178966	1591024179163	OK	 
REQUEST	3177		Home	1591024178981	1591024179163	OK	 
REQUEST	2968		Home	1591024179016	1591024179165	OK	 
REQUEST	3071		Home	1591024178994	1591024179165	OK	 
REQUEST	3060		Home	1591024178954	1591024179166	OK	 
REQUEST	2965		Home	1591024179010	1591024179167	OK	 
REQUEST	3183		Home	1591024178998	1591024179167	OK	 
REQUEST	3193		Home	1591024179025	1591024179168	OK	 
REQUEST	2973		Home	1591024179029	1591024179168	OK	 
REQUEST	2951		Home	1591024178963	1591024179169	OK	 
REQUEST	3187		Home	1591024179011	1591024179169	OK	 
REQUEST	3095		Home	1591024179048	1591024179170	OK	 
REQUEST	3061		Home	1591024178959	1591024179170	OK	 
REQUEST	3091		Home	1591024179041	1591024179172	OK	 
REQUEST	3068		Home	1591024178988	1591024179172	OK	 
REQUEST	3283		Home	1591024178962	1591024179173	OK	 
REQUEST	3202		Home	1591024179043	1591024179173	OK	 
REQUEST	3089		Home	1591024179037	1591024179174	OK	 
REQUEST	2964		Home	1591024179007	1591024179175	OK	 
REQUEST	3082		Home	1591024179023	1591024179177	OK	 
REQUEST	3188		Home	1591024179013	1591024179178	OK	 
REQUEST	3067		Home	1591024178986	1591024179179	OK	 
REQUEST	3290		Home	1591024178990	1591024179181	OK	 
REQUEST	3307		Home	1591024179032	1591024179182	OK	 
REQUEST	2949		Home	1591024178954	1591024179183	OK	 
REQUEST	3189		Home	1591024179016	1591024179186	OK	 
REQUEST	3093		Home	1591024179045	1591024179187	OK	 
REQUEST	2978		Home	1591024179037	1591024179187	OK	 
REQUEST	2979		Home	1591024179039	1591024179188	OK	 
REQUEST	2975		Home	1591024179032	1591024179189	OK	 
REQUEST	2970		Home	1591024179021	1591024179191	OK	 
REQUEST	3185		Home	1591024179006	1591024179191	OK	 
REQUEST	3305		Home	1591024179027	1591024179192	OK	 
REQUEST	3293		Home	1591024178996	1591024179192	OK	 
REQUEST	3181		Home	1591024178992	1591024179194	OK	 
REQUEST	2961		Home	1591024178996	1591024179195	OK	 
REQUEST	3180		Home	1591024178990	1591024179196	OK	 
REQUEST	3295		Home	1591024179002	1591024179198	OK	 
REQUEST	3191		Home	1591024179020	1591024179199	OK	 
REQUEST	2962		Home	1591024178998	1591024179200	OK	 
REQUEST	3309		Home	1591024179035	1591024179202	OK	 
REQUEST	3084		Home	1591024179029	1591024179205	OK	 
REQUEST	3304		Home	1591024179025	1591024179208	OK	 
REQUEST	2981		Home	1591024179043	1591024179210	OK	 
REQUEST	3069		Home	1591024178990	1591024179211	OK	 
REQUEST	3285		Home	1591024178968	1591024179214	OK	 
REQUEST	2959		Home	1591024178992	1591024179216	OK	 
REQUEST	3065		Home	1591024178974	1591024179219	OK	 
REQUEST	3184		Home	1591024179000	1591024179219	OK	 
REQUEST	2094		Home	1591024176280	1591024179065	OK	 
REQUEST	2102		Home	1591024176291	1591024179223	OK	 
REQUEST	2110		Home	1591024176297	1591024179224	OK	 
REQUEST	2214		Home	1591024176301	1591024179224	OK	 
REQUEST	2222		Home	1591024176342	1591024179225	OK	 
USER	Create	2985	START	1591024179225	1591024179225
REQUEST	2230		Home	1591024176349	1591024179231	OK	 
REQUEST	2985		Home	1591024179226	1591024179231	OK	 
USER	Update	3096	START	1591024179233	1591024179233
USER	Show	3207	START	1591024179233	1591024179233
USER	Delete	3318	START	1591024179236	1591024179236
REQUEST	3096		Home	1591024179233	1591024179239	OK	 
REQUEST	3207		Home	1591024179233	1591024179239	OK	 
USER	Update	3097	START	1591024179242	1591024179242
USER	Create	2986	START	1591024179241	1591024179241
REQUEST	3097		Home	1591024179242	1591024179250	OK	 
REQUEST	2986		Home	1591024179242	1591024179250	OK	 
USER	Show	3208	START	1591024179252	1591024179252
USER	Delete	3319	START	1591024179254	1591024179254
REQUEST	3208		Home	1591024179253	1591024179260	OK	 
REQUEST	3319		Home	1591024179256	1591024179264	OK	 
USER	Update	3098	START	1591024179266	1591024179266
USER	Create	2987	START	1591024179266	1591024179266
USER	Show	3209	START	1591024179268	1591024179268
REQUEST	2987		Home	1591024179266	1591024179274	OK	 
USER	Delete	3320	START	1591024179276	1591024179276
REQUEST	3098		Home	1591024179266	1591024179276	OK	 
USER	Create	2988	START	1591024179276	1591024179276
REQUEST	3209		Home	1591024179269	1591024179278	OK	 
USER	Update	3099	START	1591024179279	1591024179279
USER	Delete	3321	START	1591024179280	1591024179280
USER	Show	3210	START	1591024179280	1591024179280
USER	Update	3100	START	1591024179282	1591024179282
USER	Create	2989	START	1591024179282	1591024179282
REQUEST	3320		Home	1591024179276	1591024179283	OK	 
REQUEST	2988		Home	1591024179276	1591024179285	OK	 
USER	Show	3211	START	1591024179285	1591024179285
REQUEST	3210		Home	1591024179280	1591024179287	OK	 
REQUEST	3321		Home	1591024179280	1591024179288	OK	 
REQUEST	3099		Home	1591024179280	1591024179289	OK	 
USER	Delete	3322	START	1591024179288	1591024179288
REQUEST	2989		Home	1591024179283	1591024179291	OK	 
REQUEST	3100		Home	1591024179283	1591024179291	OK	 
USER	Create	2990	START	1591024179292	1591024179292
USER	Update	3101	START	1591024179292	1591024179292
REQUEST	3211		Home	1591024179285	1591024179294	OK	 
REQUEST	3322		Home	1591024179289	1591024179297	OK	 
USER	Show	3212	START	1591024179297	1591024179297
USER	Delete	3323	START	1591024179298	1591024179298
REQUEST	3101		Home	1591024179292	1591024179299	OK	 
USER	Create	2991	START	1591024179300	1591024179300
USER	Update	3102	START	1591024179300	1591024179300
USER	Show	3213	START	1591024179300	1591024179300
USER	Create	2992	START	1591024179303	1591024179303
USER	Delete	3324	START	1591024179302	1591024179302
REQUEST	3212		Home	1591024179297	1591024179306	OK	 
REQUEST	3323		Home	1591024179298	1591024179306	OK	 
USER	Update	3103	START	1591024179307	1591024179307
REQUEST	3213		Home	1591024179301	1591024179310	OK	 
REQUEST	2991		Home	1591024179300	1591024179310	OK	 
REQUEST	2992		Home	1591024179303	1591024179312	OK	 
REQUEST	3324		Home	1591024179303	1591024179312	OK	 
REQUEST	2342		Home	1591024176355	1591024179307	OK	 
USER	Show	3214	START	1591024179314	1591024179314
REQUEST	2350		Home	1591024176358	1591024179315	OK	 
REQUEST	3103		Home	1591024179307	1591024179315	OK	 
REQUEST	2462		Home	1591024176363	1591024179317	OK	 
USER	Delete	3325	START	1591024179317	1591024179317
USER	Create	2993	START	1591024179343	1591024179343
USER	Update	3104	START	1591024179346	1591024179346
USER	Delete	3326	START	1591024179347	1591024179347
USER	Create	2994	START	1591024179349	1591024179349
REQUEST	2470		Home	1591024176367	1591024179350	OK	 
USER	Show	3215	START	1591024179346	1591024179346
REQUEST	2022		Home	1591024176385	1591024179352	OK	 
USER	Update	3105	START	1591024179350	1591024179350
USER	Delete	3327	START	1591024179352	1591024179352
USER	Show	3216	START	1591024179350	1591024179350
USER	Update	3106	START	1591024179354	1591024179354
USER	Create	2995	START	1591024179354	1591024179354
USER	Delete	3328	START	1591024179354	1591024179354
USER	Show	3217	START	1591024179354	1591024179354
USER	Update	3107	START	1591024179356	1591024179356
USER	Create	2996	START	1591024179356	1591024179356
REQUEST	1918		Home	1591024176400	1591024179358	OK	 
USER	Delete	3329	START	1591024179358	1591024179358
USER	Create	2997	START	1591024179360	1591024179360
USER	Show	3218	START	1591024179358	1591024179358
USER	Show	3219	START	1591024179361	1591024179361
REQUEST	1974		Home	1591024176403	1591024179362	OK	 
USER	Update	3108	START	1591024179361	1591024179361
USER	Create	2998	START	1591024179363	1591024179363
USER	Delete	3330	START	1591024179362	1591024179362
USER	Update	3109	START	1591024179364	1591024179364
USER	Show	3220	START	1591024179364	1591024179364
USER	Create	2999	START	1591024179365	1591024179365
USER	Update	3110	START	1591024179365	1591024179365
USER	Show	3221	START	1591024179366	1591024179366
USER	Delete	3331	START	1591024179364	1591024179364
USER	Delete	3332	START	1591024179367	1591024179367
USER	Create	3000	START	1591024179367	1591024179367
USER	Show	3222	START	1591024179368	1591024179368
USER	Update	3111	START	1591024179367	1591024179367
USER	Delete	3333	START	1591024179369	1591024179369
USER	Update	3112	START	1591024179369	1591024179369
USER	Show	3223	START	1591024179370	1591024179370
USER	Create	3001	START	1591024179369	1591024179369
USER	Delete	3334	START	1591024179370	1591024179370
REQUEST	2078		Home	1591024176403	1591024179372	OK	 
REQUEST	2030		Home	1591024176405	1591024179372	OK	 
REQUEST	1926		Home	1591024176416	1591024179373	OK	 
USER	Update	3113	START	1591024179372	1591024179372
USER	Create	3002	START	1591024179372	1591024179372
USER	Show	3224	START	1591024179373	1591024179373
USER	Delete	3335	START	1591024179373	1591024179373
USER	Update	3429	START	1591024179374	1591024179374
REQUEST	1982		Home	1591024176417	1591024179375	OK	 
USER	Create	3345	START	1591024179374	1591024179374
USER	Delete	3597	START	1591024179376	1591024179376
REQUEST	2086		Home	1591024176417	1591024179377	OK	 
USER	Create	3003	START	1591024179376	1591024179376
USER	Update	3114	START	1591024179377	1591024179377
USER	Show	3225	START	1591024179378	1591024179378
USER	Show	3513	START	1591024179375	1591024179375
USER	Create	3346	START	1591024179378	1591024179378
USER	Delete	3336	START	1591024179378	1591024179378
USER	Show	3514	START	1591024179379	1591024179379
USER	Update	3430	START	1591024179378	1591024179378
USER	Delete	3598	START	1591024179380	1591024179380
USER	Create	3004	START	1591024179380	1591024179380
REQUEST	2038		Home	1591024176419	1591024179380	OK	 
USER	Show	3226	START	1591024179380	1591024179380
REQUEST	2478		Home	1591024176433	1591024179381	OK	 
REQUEST	2358		Home	1591024176436	1591024179381	OK	 
USER	Delete	3337	START	1591024179380	1591024179380
USER	Update	3115	START	1591024179380	1591024179380
USER	Create	3347	START	1591024179381	1591024179381
REQUEST	2238		Home	1591024176444	1591024179382	OK	 
USER	Show	3515	START	1591024179382	1591024179382
USER	Delete	3599	START	1591024179382	1591024179382
USER	Create	3005	START	1591024179383	1591024179383
USER	Update	3116	START	1591024179383	1591024179383
USER	Update	3431	START	1591024179382	1591024179382
USER	Delete	3338	START	1591024179384	1591024179384
USER	Create	3348	START	1591024179385	1591024179385
USER	Update	3432	START	1591024179386	1591024179386
USER	Show	3516	START	1591024179386	1591024179386
USER	Delete	3600	START	1591024179387	1591024179387
USER	Create	3006	START	1591024179387	1591024179387
USER	Show	3227	START	1591024179384	1591024179384
USER	Show	3228	START	1591024179388	1591024179388
USER	Update	3117	START	1591024179388	1591024179388
USER	Create	3349	START	1591024179388	1591024179388
USER	Update	3433	START	1591024179389	1591024179389
USER	Show	3517	START	1591024179389	1591024179389
USER	Delete	3601	START	1591024179390	1591024179390
USER	Create	3007	START	1591024179390	1591024179390
USER	Update	3118	START	1591024179390	1591024179390
USER	Show	3229	START	1591024179391	1591024179391
USER	Create	3350	START	1591024179391	1591024179391
USER	Update	3434	START	1591024179392	1591024179392
USER	Delete	3339	START	1591024179388	1591024179388
USER	Show	3518	START	1591024179392	1591024179392
USER	Delete	3602	START	1591024179393	1591024179393
USER	Create	3008	START	1591024179393	1591024179393
USER	Update	3119	START	1591024179393	1591024179393
USER	Delete	3341	START	1591024179393	1591024179393
USER	Show	3230	START	1591024179393	1591024179393
USER	Update	3435	START	1591024179395	1591024179395
USER	Show	3519	START	1591024179397	1591024179397
USER	Delete	3603	START	1591024179398	1591024179398
USER	Create	3351	START	1591024179395	1591024179395
USER	Create	3009	START	1591024179398	1591024179398
USER	Show	3231	START	1591024179400	1591024179400
USER	Delete	3342	START	1591024179401	1591024179401
USER	Create	3352	START	1591024179401	1591024179401
USER	Update	3436	START	1591024179402	1591024179402
USER	Update	3120	START	1591024179399	1591024179399
USER	Delete	3604	START	1591024179404	1591024179404
USER	Show	3520	START	1591024179403	1591024179403
USER	Update	3121	START	1591024179405	1591024179405
USER	Create	3010	START	1591024179405	1591024179405
USER	Delete	3343	START	1591024179407	1591024179407
USER	Show	3232	START	1591024179407	1591024179407
USER	Create	3353	START	1591024179409	1591024179409
USER	Update	3437	START	1591024179409	1591024179409
USER	Delete	3605	START	1591024179411	1591024179411
USER	Create	3011	START	1591024179411	1591024179411
USER	Update	3122	START	1591024179413	1591024179413
USER	Show	3521	START	1591024179410	1591024179410
USER	Delete	3344	START	1591024179415	1591024179415
USER	Show	3233	START	1591024179415	1591024179415
USER	Update	3438	START	1591024179417	1591024179417
USER	Show	3522	START	1591024179418	1591024179418
USER	Delete	3606	START	1591024179418	1591024179418
USER	Create	3355	START	1591024179418	1591024179418
USER	Create	3354	START	1591024179417	1591024179417
USER	Show	3523	START	1591024179420	1591024179420
USER	Update	3439	START	1591024179418	1591024179418
USER	Delete	3607	START	1591024179422	1591024179422
USER	Create	3356	START	1591024179422	1591024179422
USER	Show	3524	START	1591024179423	1591024179423
USER	Delete	3608	START	1591024179424	1591024179424
USER	Create	3357	START	1591024179424	1591024179424
USER	Update	3441	START	1591024179425	1591024179425
USER	Update	3440	START	1591024179422	1591024179422
USER	Delete	3609	START	1591024179427	1591024179427
USER	Show	3525	START	1591024179425	1591024179425
USER	Delete	3340	START	1591024179391	1591024179391
REQUEST	3325		Home	1591024179317	1591024179431	OK	 
REQUEST	2993		Home	1591024179343	1591024179433	OK	 
REQUEST	3104		Home	1591024179347	1591024179434	OK	 
REQUEST	2994		Home	1591024179349	1591024179435	OK	 
USER	Create	3358	START	1591024179436	1591024179436
REQUEST	3215		Home	1591024179350	1591024179437	OK	 
REQUEST	3327		Home	1591024179352	1591024179438	OK	 
USER	Update	3442	START	1591024179437	1591024179437
USER	Show	3526	START	1591024179438	1591024179438
USER	Delete	3610	START	1591024179439	1591024179439
REQUEST	3105		Home	1591024179350	1591024179439	OK	 
USER	Create	3359	START	1591024179439	1591024179439
USER	Update	3443	START	1591024179440	1591024179440
USER	Show	3527	START	1591024179440	1591024179440
USER	Delete	3611	START	1591024179441	1591024179441
REQUEST	3216		Home	1591024179352	1591024179441	OK	 
USER	Create	3360	START	1591024179441	1591024179441
USER	Update	3444	START	1591024179442	1591024179442
USER	Show	3528	START	1591024179443	1591024179443
USER	Delete	3612	START	1591024179443	1591024179443
USER	Create	3361	START	1591024179443	1591024179443
USER	Update	3445	START	1591024179444	1591024179444
USER	Show	3529	START	1591024179445	1591024179445
USER	Delete	3613	START	1591024179445	1591024179445
USER	Create	3362	START	1591024179446	1591024179446
USER	Update	3446	START	1591024179447	1591024179447
USER	Show	3530	START	1591024179447	1591024179447
REQUEST	2995		Home	1591024179354	1591024179448	OK	 
USER	Delete	3614	START	1591024179448	1591024179448
USER	Create	3363	START	1591024179448	1591024179448
USER	Update	3447	START	1591024179449	1591024179449
REQUEST	3106		Home	1591024179354	1591024179451	OK	 
USER	Show	3531	START	1591024179450	1591024179450
REQUEST	3328		Home	1591024179356	1591024179452	OK	 
USER	Delete	3615	START	1591024179451	1591024179451
REQUEST	3217		Home	1591024179356	1591024179453	OK	 
USER	Create	3364	START	1591024179453	1591024179453
USER	Update	3448	START	1591024179454	1591024179454
USER	Delete	3616	START	1591024179455	1591024179455
USER	Update	3449	START	1591024179455	1591024179455
USER	Delete	3617	START	1591024179456	1591024179456
USER	Create	3365	START	1591024179455	1591024179455
USER	Show	3533	START	1591024179456	1591024179456
REQUEST	3604		Home	1591024179404	1591024179461	OK	 
REQUEST	3514		Home	1591024179380	1591024179461	OK	 
REQUEST	2996		Home	1591024179358	1591024179463	OK	 
REQUEST	3122		Home	1591024179413	1591024179463	OK	 
REQUEST	3349		Home	1591024179389	1591024179463	OK	 
REQUEST	3009		Home	1591024179399	1591024179464	OK	 
REQUEST	3333		Home	1591024179369	1591024179464	OK	 
REQUEST	3001		Home	1591024179369	1591024179465	OK	 
REQUEST	3004		Home	1591024179380	1591024179465	OK	 
REQUEST	3113		Home	1591024179372	1591024179466	OK	 
REQUEST	3353		Home	1591024179410	1591024179466	OK	 
REQUEST	3344		Home	1591024179415	1591024179466	OK	 
REQUEST	3352		Home	1591024179402	1591024179467	OK	 
REQUEST	3117		Home	1591024179388	1591024179467	OK	 
REQUEST	3519		Home	1591024179397	1591024179468	OK	 
REQUEST	3603		Home	1591024179398	1591024179469	OK	 
REQUEST	3340		Home	1591024179430	1591024179469	OK	 
REQUEST	3221		Home	1591024179366	1591024179469	OK	 
REQUEST	2997		Home	1591024179360	1591024179471	OK	 
REQUEST	3513		Home	1591024179378	1591024179471	OK	 
REQUEST	3597		Home	1591024179376	1591024179472	OK	 
REQUEST	3011		Home	1591024179412	1591024179472	OK	 
REQUEST	3338		Home	1591024179385	1591024179473	OK	 
REQUEST	3121		Home	1591024179406	1591024179473	OK	 
REQUEST	3339		Home	1591024179391	1591024179474	OK	 
REQUEST	3602		Home	1591024179393	1591024179474	OK	 
REQUEST	3607		Home	1591024179422	1591024179475	OK	 
REQUEST	3346		Home	1591024179378	1591024179476	OK	 
REQUEST	3605		Home	1591024179411	1591024179476	OK	 
REQUEST	3440		Home	1591024179424	1591024179476	OK	 
REQUEST	3354		Home	1591024179417	1591024179478	OK	 
REQUEST	3609		Home	1591024179427	1591024179479	OK	 
REQUEST	3435		Home	1591024179395	1591024179479	OK	 
REQUEST	3330		Home	1591024179363	1591024179480	OK	 
REQUEST	3337		Home	1591024179381	1591024179481	OK	 
REQUEST	3436		Home	1591024179402	1591024179481	OK	 
REQUEST	3120		Home	1591024179401	1591024179481	OK	 
REQUEST	3520		Home	1591024179404	1591024179482	OK	 
REQUEST	3329		Home	1591024179360	1591024179483	OK	 
REQUEST	3224		Home	1591024179374	1591024179483	OK	 
REQUEST	3441		Home	1591024179425	1591024179484	OK	 
REQUEST	3347		Home	1591024179382	1591024179485	OK	 
REQUEST	3112		Home	1591024179369	1591024179485	OK	 
REQUEST	3351		Home	1591024179395	1591024179485	OK	 
REQUEST	3515		Home	1591024179382	1591024179487	OK	 
REQUEST	3345		Home	1591024179376	1591024179487	OK	 
REQUEST	3226		Home	1591024179380	1591024179488	OK	 
REQUEST	3434		Home	1591024179392	1591024179488	OK	 
REQUEST	3227		Home	1591024179385	1591024179489	OK	 
REQUEST	3229		Home	1591024179391	1591024179489	OK	 
